,Area,Area Type,Car Parking,Flat Details,Floor Number,Furnished Status,Possession On,Posted By,Posted By Name,Posted Date,Price,Price/Sqft,Property Type
343,500 sqft,carpet area,1 Open,"    2 BHK Apartment  for Sale in VTP Purvanchal , Wagholi ",10 out of 14 floors,Unfurnished,Possession by Jun '20,Builder,VTP Realty,"Mar 01, '18", 34 Lac,,New Property
344,456 sqft,carpet area,1 Open,"    1 BHK Apartment  for Sale in VTP Urban Life, Talegaon Dabhade ",Ground out of 12 floors,Unfurnished,Possession by Dec '18,Builder,VTP Realty,"Feb 17, '18", 26.3 Lac,,New Property
345,1100 sqft,carpet area,1 Covered,"    3 BHK Apartment  for Sale in Planet Millenium, Pimple Saudagar, Pimpri Chinchwad ",5 out of 7 floors,Furnished,Ready to Move,Builder,Anandtara Group,"Jan 29, '18", 1.20 Cr,,Resale
346,735 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Anandtara Whitefield Residences, Keshav Nagar, Mundhwa ",2 out of 9 floors,Unfurnished,Possession by Dec '18,Builder,Anandtara Group,"Feb 24, '18", 60 Lac, 8163,New Property
347,885 sqft,carpet area,1 Open,"    2 BHK Apartment  for Sale in VTP Urban Life, Talegaon Dabhade ",5 out of 12 floors,Unfurnished,Possession by Dec '18,Builder,VTP Realty,"Feb 17, '18", 47.1 Lac,,New Property
348,771 sqft,carpet area,,"    2 BHK Apartment  for Sale in Puraniks Abitante, Bavdhan ",3 out of 15 floors,Unfurnished,Possession by Dec '18,Builder,Puranik Builders,"Jan 31, '18", 77.8 Lac,,New Property
349,682 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Puraniks Aldea Espenola Phase 6, Mahalunge ",7 out of 15 floors,Unfurnished,Possession by Sep '21,Builder,Puranik Builders,"Feb 08, '18", 63.2 Lac,,New Property
350,420 sqft,carpet area,,"    1 BHK Apartment  for Sale in Puraniks Aldea Espenola Phase 6, Mahalunge ",8 out of 15 floors,Unfurnished,Possession by Sep '21,Builder,Puranik Builders,"Feb 08, '18", 42.5 Lac,,New Property
351,612 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Anandtara Whitefield Residences, Keshav Nagar, Mundhwa ",3 out of 9 floors,Unfurnished,Possession by Dec '18,Builder,Anandtara Group,"Feb 09, '18", 50 Lac, 8170,New Property
352,1454 sqft,super area,1 Covered,"    3 BHK Apartment  for Sale in Konark Bella Vista, Magarpatta City ",3 out of 13 floors,Unfurnished,Ready to Move,Builder,Karia Developers,"Mar 02, '18", 1.63 Cr, 11210,New Property
353,1063 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Konark Bella Vista, Magarpatta City ",1 out of 13 floors,Unfurnished,Ready to Move,Builder,Karia Developers,"Mar 02, '18", 1.18 Cr, 11101,New Property
354,727 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Avon Vista, Balewadi ",,Unfurnished,Possession by Dec '20,Builder,Naiknavare Developers,"Mar 08, '18", 63.6 Lac,,New Property
355,577 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Neelaya, Talegaon Dabhade ",10,Unfurnished,Possession by Dec '19,Builder,Naiknavare Developers,"Mar 08, '18", 29.8 Lac, 5158,New Property
356,1031 sqft,carpet area,1 Covered,"    3 BHK Apartment  for Sale in Avon Vista, Balewadi ",,Unfurnished,Possession by Dec '20,Builder,Naiknavare Developers,"Mar 08, '18", 88.9 Lac,,New Property
357,441 sqft,super area,1 Covered,"    1 BHK Apartment  for Sale in Neelaya, Talegaon Dabhade ",10,Unfurnished,Possession by Dec '19,Builder,Naiknavare Developers,"Mar 08, '18", 21.4 Lac, 4848,New Property
358,415 sqft,super area,1 Covered,"    1 BHK Apartment  for Sale in Neelaya, Talegaon Dabhade ",10,Unfurnished,Possession by Dec '19,Builder,Naiknavare Developers,"Mar 08, '18", 20.1 Lac, 4851,New Property
359,1121 sqft,carpet area,1 Covered,"    3 BHK Apartment  for Sale in Avon Vista, Balewadi ",,Unfurnished,Possession by Dec '20,Builder,Naiknavare Developers,"Mar 08, '18", 96.4 Lac,,New Property
360,724 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Avon Vista, Balewadi ",,Unfurnished,Possession by Dec '20,Builder,Naiknavare Developers,"Mar 08, '18", 63.3 Lac,,New Property
361,475 sqft,carpet area,,"    1 BHK Apartment  for Sale in Dwarka, Chakan ",,Unfurnished,Ready to Move,Builder,Naiknavare Developers,"Mar 03, '18", 21.9 Lac,,New Property
362,475 sqft,carpet area,,"    1 BHK Apartment  for Sale in Dwarka, Chakan ",,Unfurnished,Ready to Move,Builder,Naiknavare Developers,"Mar 03, '18", 21.9 Lac,,New Property
363,481 sqft,carpet area,,"    1 BHK Apartment  for Sale in Dwarka, Chakan ",,Unfurnished,Ready to Move,Builder,Naiknavare Developers,"Mar 03, '18", 22.2 Lac,,New Property
364,3112 sqft,super area,,"    4 BHK Apartment  for Sale in Eminence, Viman Nagar ",3,Semi-Furnished,Possession by Dec '18,Builder,Naiknavare Developers,"Feb 05, '18", 4.25 Cr, 13657,New Property
365,320 sqft,carpet area,,"    1 BHK Apartment  for Sale in Dwarka, Chakan ",,Unfurnished,Ready to Move,Builder,Naiknavare Developers,"Mar 03, '18", 14.1 Lac,,New Property
366,2759 sqft,super area,,"    4 BHK Apartment  for Sale in Eminence, Viman Nagar ",2,Semi-Furnished,Possession by Dec '18,Builder,Naiknavare Developers,"Feb 05, '18", 3.69 Cr, 13374,New Property
367,478 sqft,carpet area,,"    1 BHK Apartment  for Sale in Dwarka, Chakan ",,Unfurnished,Ready to Move,Builder,Naiknavare Developers,"Mar 03, '18", 22 Lac,,New Property
368,232 sqft,super area,,"    4 BHK Apartment  for Sale in Eminence, Viman Nagar ",3,Semi-Furnished,Possession by Dec '18,Builder,Naiknavare Developers,"Feb 05, '18", 5.03 Cr, 216810,New Property
369,1596 sqft,super area,,"    3 BHK Apartment  for Sale in Eminence, Viman Nagar ",7 out of 7 floors,Semi-Furnished,Possession by Dec '18,Builder,Naiknavare Developers,"Feb 05, '18", 2.18 Cr, 13659,New Property
370,973 sqft,carpet area,,"    3 BHK Apartment  for Sale in Dwarka, Chakan ",,Unfurnished,Ready to Move,Builder,Naiknavare Developers,"Mar 03, '18", 38 Lac,,New Property
371,377 sqft,carpet area,,"    1 BHK Apartment  for Sale in Dwarka, Chakan ",,Unfurnished,Ready to Move,Builder,Naiknavare Developers,"Mar 03, '18", 16.6 Lac,,New Property
372,1035 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Konark Orchid, Wagholi ",5 out of 12 floors,Unfurnished,Ready to Move,Builder,Karia Developers,"Feb 17, '18", 60 Lac, 5797,New Property
373,600 sqft,super area,1 Covered,"    1 BHK Apartment  for Sale in Konark Orchid, Wagholi ",1 out of 12 floors,Unfurnished,Ready to Move,Builder,Karia Developers,"Feb 17, '18", 38 Lac, 6333,New Property
374,916 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Nirmaann Estrellaa, Kondhwa ",5 out of 14 floors,Unfurnished,Possession by Sep '19,Builder,Nirmaann Encon Developers,"Mar 08, '18", 65.9 Lac, 7194,New Property
375,847 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Nirmaann Serrene, Undri ",3 out of 7 floors,Unfurnished,Possession by Sep '19,Builder,Nirmaann Encon Developers,"Mar 08, '18", 61.6 Lac, 7267,New Property
376,1294 sqft,super area,1 Covered,"    3 BHK Apartment  for Sale in Nirmaann Serrene, Undri ",3 out of 7 floors,Unfurnished,Possession by Sep '19,Builder,Nirmaann Encon Developers,"Mar 08, '18", 91 Lac, 7032,New Property
377,644 sqft,carpet area,,"    2 BHK Apartment  for Sale in Buona Vita, Talegaon Dabhade ",,Unfurnished,Ready to Move,Builder,Malkani Properties,"Feb 27, '18", 26 Lac,,New Property
378,782 sqft,carpet area,,"    2 BHK Apartment  for Sale in Bon Vivant, Keshav Nagar, Mundhwa ",,Unfurnished,New Property,Builder,Malkani Properties,"Feb 27, '18", 52 Lac,,New Property
379,719 sqft,carpet area,,"    2 BHK Apartment  for Sale in Bon Vivant, Keshav Nagar, Mundhwa ",,Unfurnished,New Property,Builder,Malkani Properties,"Feb 27, '18", 46.4 Lac,,New Property
380,754 sqft,carpet area,,"    2 BHK Apartment  for Sale in Bon Vivant, Keshav Nagar, Mundhwa ",,Unfurnished,New Property,Builder,Malkani Properties,"Feb 27, '18", 48.6 Lac,,New Property
381,738 sqft,carpet area,,"    2 BHK Apartment  for Sale in Bon Vivant, Keshav Nagar, Mundhwa ",,Unfurnished,New Property,Builder,Malkani Properties,"Feb 27, '18", 47.6 Lac,,New Property
382,542 sqft,carpet area,,"    1 BHK Apartment  for Sale in Bon Vivant, Keshav Nagar, Mundhwa ",,Unfurnished,New Property,Builder,Malkani Properties,"Feb 27, '18", 35.8 Lac,,New Property
383,514 sqft,Carpet Area,,"    Office Space  for Sale in Bon Vivant, Keshav Nagar, Mundhwa ",,,Unfurnished,Builder,Malkani Properties,"Feb 27, '18", 40.5 Lac,,
384,514 sqft,Carpet Area,,"    Office Space  for Sale in Bon Vivant, Keshav Nagar, Mundhwa ",,,Unfurnished,Builder,Malkani Properties,"Feb 27, '18", 1.05 Cr,,
385,514 sqft,Carpet Area,,"    Office Space  for Sale in Bon Vivant, Keshav Nagar, Mundhwa ",,,Unfurnished,Builder,Malkani Properties,"Feb 27, '18", 27 Lac,,
386,457 sqft,carpet area,,"    1 BHK Apartment  for Sale in Venkatesh Lake Life, Ambe Gaon ",,Unfurnished,New Property,Builder,Shree Venkatesh Buildcon,"Mar 08, '18", 35.5 Lac,,New Property
387,698 sqft,carpet area,,"    2 BHK Apartment  for Sale in Venkatesh Lake Life, Ambe Gaon ",,Unfurnished,New Property,Builder,Shree Venkatesh Buildcon,"Mar 08, '18", 44 Lac,,New Property
388,763 sqft,carpet area,,"    2 BHK Apartment  for Sale in Venkatesh Lake Life, Ambe Gaon ",,Unfurnished,New Property,Builder,Shree Venkatesh Buildcon,"Mar 08, '18", 47.8 Lac,,New Property
389,438 sqft,carpet area,,"    1 BHK Apartment  for Sale in Venkatesh Lake Life, Ambe Gaon ",,Unfurnished,New Property,Builder,Shree Venkatesh Buildcon,"Mar 08, '18", 29.9 Lac,,New Property
390,780 sqft,super area,,"    2 BHK Apartment  for Sale in Venkatesh Graffiti, Keshav Nagar, Mundhwa ",1,Unfurnished,Possession by Dec '18,Builder,Shree Venkatesh Buildcon,"Feb 21, '18", 55.3 Lac, 7090,New Property
391,1027 sqft,super area,,"    3 BHK Apartment  for Sale in Venkatesh Graffiti, Keshav Nagar, Mundhwa ",,Unfurnished,Possession by Dec '18,Builder,Shree Venkatesh Buildcon,"Feb 21, '18", 79.9 Lac, 7780,New Property
392,702 sqft,super area,,"    2 BHK Apartment  for Sale in Venkatesh Joy Nest, Loni Kalbhor ",,Unfurnished,New Property,Builder,Shree Venkatesh Buildcon,"Jan 22, '18", 33.5 Lac, 4772,New Property
393,740 sqft,super area,,"    2 BHK Apartment  for Sale in Venkatesh Joy Nest, Loni Kalbhor ",,Unfurnished,New Property,Builder,Shree Venkatesh Buildcon,"Jan 22, '18", 37.5 Lac, 5068,New Property
394,774 sqft,super area,,"    2 BHK Apartment  for Sale in Venkatesh Graffiti, Keshav Nagar, Mundhwa ",1,Unfurnished,Possession by Dec '18,Builder,Shree Venkatesh Buildcon,"Feb 21, '18", 60.4 Lac, 7804,New Property
395,536 sqft,super area,,"    1 BHK Apartment  for Sale in Venkatesh Joy Nest, Loni Kalbhor ",,Unfurnished,Possession by Dec '18,Builder,Shree Venkatesh Buildcon,"Jan 22, '18", 27.8 Lac, 5187,New Property
396,498 sqft,super area,,"    1 BHK Apartment  for Sale in Venkatesh Joy Nest, Loni Kalbhor ",,Unfurnished,Possession by Dec '18,Builder,Shree Venkatesh Buildcon,"Jan 22, '18", 26.1 Lac, 5241,New Property
397,1056 sqft,super area,,"    3 BHK Apartment  for Sale in Venkatesh Graffiti, Keshav Nagar, Mundhwa ",,Unfurnished,Possession by Dec '18,Builder,Shree Venkatesh Buildcon,"Feb 21, '18", 82.1 Lac, 7775,New Property
398,736 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Valora Towers, Keshav Nagar, Mundhwa ",4 out of 19 floors,Unfurnished,Possession by Dec '20,Builder,Abisky Ritkriti,"Feb 24, '18", 60.8 Lac,,New Property
399,1040 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Park Marina, Baner ",6 out of 9 floors,Unfurnished,Ready to Move,Builder,Sujay Associates,"Mar 07, '18", 1.05 Cr,,New Property
400,867 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Kalpataru Exquisite, Kaspate Vasti, Pimpri Chinchwad ",Ground out of 21 floors,Unfurnished,Possession by Dec '20,Certified Agent,Ample Spaces,"Mar 07, '18", 76 Lac,,New Property
401,940 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Godrej 24, Hinjewadi ",Ground out of 17 floors,Semi-Furnished,Possession by Sep '21,Certified Agent,Ample Spaces,"Mar 07, '18", 73.2 Lac,,New Property
402,778 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Tinsel Town, Hinjewadi Rajiv Gandhi Infotech Park, Hinjawadi ",Ground out of 23 floors,Unfurnished,Possession by Dec '18,Certified Agent,Ample Spaces,"Mar 07, '18", 57 Lac,,New Property
403,771 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Puraniks Abitante, Bavdhan Khurd, Bavdhan ",Ground out of 15 floors,Unfurnished,Possession by Jun '18,Certified Agent,Ample Spaces,"Mar 07, '18", 70 Lac,,New Property
404,715 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Vision Indramegh, Punawale, Pimpri Chinchwad ",Ground out of 10 floors,Unfurnished,Possession by Dec '19,Certified Agent,Ample Spaces,"Mar 07, '18", 52.3 Lac,,New Property
405,400 sqft,carpet area,,"    1 BHK Apartment  for Sale in Rohan Leher 3, Veerbhadra Nagar, Baner ",Ground out of 16 floors,Unfurnished,Possession by Jun '21,Certified Agent,Ample Spaces,"Mar 07, '18", 30 Lac,,New Property
406,716 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Punawale, Pimpri Chinchwad ",Lower Basement out of 12 floors,Unfurnished,Possession by Dec '18,Certified Agent,Ample Spaces,"Mar 07, '18", 46.9 Lac,,New Property
407,664 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Trident Towers , Hinjewadi ",Ground out of 20 floors,Unfurnished,Ground out of 20 floors,Certified Agent,Ample Spaces,"Mar 07, '18", 60.6 Lac,,New Property
408,493 sqft,carpet area,1 Covered,"    1 BHK Apartment  for Sale in Punawale, Pimpri Chinchwad ",Ground out of 19 floors,Unfurnished,Possession by Dec '19,Certified Agent,Ample Spaces,"Mar 07, '18", 37.2 Lac,,New Property
409,676 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Punawale, Pimpri Chinchwad ",Lower Basement out of 19 floors,Unfurnished,Possession by Dec '19,Certified Agent,Ample Spaces,"Mar 07, '18", 50.6 Lac,,New Property
410,1173 sqft,carpet area,2 Covered,"    3 BHK Apartment  for Sale in Kalpataru Jade Residences, Baner ",Ground out of 21 floors,Semi-Furnished,Possession by Nov '18,Certified Agent,Ample Spaces,"Mar 07, '18", 1.37 Cr,,New Property
411,600 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Rohan Leher 3, Baner ",Ground out of 16 floors,Unfurnished,Possession by Dec '20,Certified Agent,Ample Spaces,"Mar 07, '18", 54 Lac,,New Property
412,750 sqft,carpet area,2 Covered,"    2 BHK Apartment  for Sale in Rohan Leher 3, Baner ",Ground out of 11 floors,Unfurnished,Possession by Sep '20,Certified Agent,Ample Spaces,"Mar 07, '18", 62 Lac,,New Property
413,445 sqft,carpet area,1 Covered,"    1 BHK Apartment  for Sale in Trident Towers , Hinjewadi ",Ground out of 20 floors,Unfurnished,Ground out of 20 floors,Certified Agent,Ample Spaces,"Mar 07, '18", 41 Lac,,New Property
414,808 sqft,carpet area,80 Covered,"    2 BHK Apartment  for Sale in Akash Towers, Vishal Nagar, Pimpri Chinchwad ",Ground out of 11 floors,Unfurnished,Possession by Mar '20,Certified Agent,Ample Spaces,"Mar 07, '18", 67.3 Lac,,New Property
415,1011 sqft,carpet area,1 Covered,"    3 BHK Apartment  for Sale in Puraniks Abitante, Bavdhan Khurd, Bavdhan ",Ground out of 15 floors,Unfurnished,Possession by Jun '18,Certified Agent,Ample Spaces,"Mar 07, '18", 80 Lac,,New Property
416,751 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Prima Domus, Patil Nagar-Balewadi ",Lower Basement out of 14 floors,Unfurnished,Possession by Jun '18,Certified Agent,Ample Spaces,"Mar 07, '18", 60.9 Lac,,New Property
417,770 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Puraniks Aldea Espenola Phase 6, Baner ",Ground out of 15 floors,Unfurnished,Possession by Sep '19,Certified Agent,Ample Spaces,"Mar 07, '18", 69.7 Lac,,New Property
418,883 sqft,carpet area,1 Covered,"    3 BHK Apartment  for Sale in Star Altair, Bhugaon, Bavdhan ",1 out of 11 floors,Unfurnished,Possession by Dec '19,Builder,Aryavart Developers,"Mar 05, '18", 59 Lac,,New Property
419,804 sqft,super area,,"    2 BHK Apartment  for Sale in Shubhlaksh Residency, Wakad, Pimpri Chinchwad ",2,Unfurnished,Possession by Jun '18,Builder,Laxmi Construction Company,"Jan 23, '18", 76.5 Lac, 9515,New Property
420,767 sqft,super area,,"    2 BHK Apartment  for Sale in Shubhlaksh Residency, Wakad, Pimpri Chinchwad ",6,Unfurnished,Possession by Jun '18,Builder,Laxmi Construction Company,"Jan 23, '18", 73 Lac, 9518,New Property
421,492 sqft,carpet area,1 Covered,"    1 BHK Apartment  for Sale in Star Altair, Bhugaon, Bavdhan ",1 out of 11 floors,Unfurnished,Possession by Dec '19,Builder,Aryavart Developers,"Mar 05, '18", 34.7 Lac,,New Property
422,2233 sqft,super area,,"    5 BHK Apartment  for Sale in Shree Vitthal Heritage, Ambe Gaon ",,Unfurnished,Ready to Move,Builder,Sankalp Constructions Group,"Feb 05, '18", 1.70 Cr, 7613,New Property
423,778 sqft,super area,,"    2 BHK Apartment  for Sale in Shubhlaksh Residency, Wakad, Pimpri Chinchwad ",7,Unfurnished,Possession by Jun '18,Builder,Laxmi Construction Company,"Jan 23, '18", 74 Lac, 9512,New Property
424,746 sqft,super area,,"    2 BHK Apartment  for Sale in Shubhlaksh Residency, Wakad, Pimpri Chinchwad ",2,Unfurnished,Possession by Jun '18,Builder,Laxmi Construction Company,"Jan 23, '18", 71 Lac, 9517,New Property
425,683 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Star Altair, Bhugaon, Bavdhan ",1 out of 11 floors,Unfurnished,Possession by Dec '19,Builder,Aryavart Developers,"Mar 05, '18", 46.6 Lac,,New Property
426,687 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Star Altair, Bhugaon, Bavdhan ",1 out of 11 floors,Unfurnished,Possession by Dec '19,Builder,Aryavart Developers,"Mar 05, '18", 46.8 Lac,,New Property
427,782 sqft,super area,,"    2 BHK Apartment  for Sale in Shubhlaksh Residency, Wakad, Pimpri Chinchwad ",4,Unfurnished,Possession by Jun '18,Builder,Laxmi Construction Company,"Jan 23, '18", 76 Lac, 9719,New Property
428,1120 sqft,super area,,"    3 BHK Apartment  for Sale in Shree Vitthal Heritage, Ambe Gaon ",,Unfurnished,Ready to Move,Builder,Sankalp Constructions Group,"Feb 05, '18", 1.06 Cr, 9464,New Property
429,1010 sqft,super area,,"    3 BHK Apartment  for Sale in Shree Vitthal Heritage, Ambe Gaon ",,Unfurnished,Ready to Move,Builder,Sankalp Constructions Group,"Feb 05, '18", 76.6 Lac, 7584,New Property
430,1625 sqft,carpet area,,"    4 BHK Apartment  for Sale in Optimus, Viman Nagar ",8,Unfurnished,8,Builder,Siddhesh Properties Pvt. Ltd.,"Jan 26, '18", 2.18 Cr,,New Property
431,1300 sqft,carpet area,,"    3 BHK Apartment  for Sale in Optimus, Viman Nagar ",8,Unfurnished,8,Builder,Siddhesh Properties Pvt. Ltd.,"Jan 26, '18", 1.61 Cr,,New Property
432,1320 sqft,carpet area,,"    3 BHK Apartment  for Sale in Optimus, Viman Nagar ",3,Unfurnished,3,Builder,Siddhesh Properties Pvt. Ltd.,"Jan 26, '18", 1.63 Cr,,New Property
433,5000 sqft,Super Area,,"    Office Space  for Sale in Optimus, Viman Nagar ",,,Ground,Builder,Siddhesh Properties Pvt. Ltd.,"Jan 26, '18", 7.02 Cr, 14040,
434,7781 sqft,Super Area,,"    Office Space  for Sale in Optimus, Viman Nagar ",,,Ground,Builder,Siddhesh Properties Pvt. Ltd.,"Jan 26, '18", 10.98 Cr, 14111,
435,814 sqft,carpet area,,"    2 BHK Apartment  for Sale in Valora Towers, Keshav Nagar, Mundhwa ",6 out of 19 floors,Unfurnished,Possession by Dec '20,Builder,Abisky Ritkriti,"Feb 28, '18", 66.9 Lac,,New Property
436,806 sqft,carpet area,,"    2 BHK Apartment  for Sale in Valora Towers, Keshav Nagar, Mundhwa ",5 out of 19 floors,Unfurnished,Possession by Dec '20,Builder,Abisky Ritkriti,"Feb 28, '18", 66.3 Lac,,New Property
437,736 sqft,carpet area,,"    2 BHK Apartment  for Sale in Valora Towers, Keshav Nagar, Mundhwa ",1 out of 19 floors,Unfurnished,Possession by Dec '20,Builder,Abisky Ritkriti,"Feb 28, '18", 60.9 Lac,,New Property
438,792 sqft,carpet area,,"    2 BHK Apartment  for Sale in Valora Towers, Keshav Nagar, Mundhwa ",4 out of 19 floors,Unfurnished,Possession by Dec '20,Builder,Abisky Ritkriti,"Feb 28, '18", 65.2 Lac,,New Property
