,Area,Area Type,Car Parking,Flat Details,Floor Number,Furnished Status,Possession On,Posted By,Posted By Name,Posted Date,Price,Price/Sqft,Property Type
121,546 sqft,carpet area,,"    2 BHK Flat  for sale Oxy Flora, in Lonikand Pune ",,Unfurnished,New Property,Builder,Venkatesh Oxy Group,"Mar 12, '18", 26.8 Lac,,New Property
122,559 sqft,carpet area,,"    2 BHK Flat  for sale Oxy Flora, in Lonikand Pune ",,Unfurnished,New Property,Builder,Venkatesh Oxy Group,"Mar 12, '18", 27.4 Lac,,New Property
123,742 sqft,super area,,"    2 BHK Flat  for sale The Leaf, in Katraj Kondhwa Road Pune ",,Unfurnished,Possession by Aug '18,Builder,The Scapers & Kothari Brothers,"Mar 12, '18", 45.1 Lac, 6081,New Property
124,747 sqft,super area,,"    2 BHK Flat  for sale The Leaf, in Katraj Kondhwa Road Pune ",,Unfurnished,Ready to Move,Builder,The Scapers & Kothari Brothers,"Mar 12, '18", 45.4 Lac, 6079,New Property
125,726 sqft,carpet area,,"    2 BHK Flat  for sale Oxy Galaxy, in Wagholi Pune ",,Unfurnished,New Property,Builder,Venkatesh Oxy Group,"Mar 05, '18", 38.7 Lac,,New Property
126,715 sqft,carpet area,,"    2 BHK Flat  for sale Oxy Galaxy, in Wagholi Pune ",,Unfurnished,New Property,Builder,Venkatesh Oxy Group,"Mar 05, '18", 38.2 Lac,,New Property
127,722 sqft,super area,,"    2 BHK Flat  for sale Oxy Evolve, in Wagholi Pune ",,Unfurnished,Ready to Move,Builder,Venkatesh Oxy Group,"Mar 09, '18", 41.9 Lac, 5804,New Property
128,794 sqft,super area,,"    2 BHK Flat  for sale Oxy Evolve, in Wagholi Pune ",,Unfurnished,Ready to Move,Builder,Venkatesh Oxy Group,"Mar 09, '18", 45.6 Lac, 5740,New Property
129,534 sqft,carpet area,,"    2 BHK Flat  for sale Oxy Flora, in Lonikand Pune ",,Unfurnished,New Property,Builder,Venkatesh Oxy Group,"Mar 12, '18", 26.3 Lac,,New Property
130,634 sqft,carpet area,,"    2 BHK Flat  for sale Oxy Galaxy, in Wagholi Pune ",,Unfurnished,New Property,Builder,Venkatesh Oxy Group,"Mar 05, '18", 34.4 Lac,,New Property
131,751 sqft,super area,,"    2 BHK Flat  for sale The Leaf, in Katraj Kondhwa Road Pune ",,Unfurnished,Possession by Aug '18,Builder,The Scapers & Kothari Brothers,"Mar 12, '18", 45.6 Lac, 6073,New Property
132,807 sqft,super area,,"    2 BHK Flat  for sale Oxy Evolve, in Wagholi Pune ",,Unfurnished,Ready to Move,Builder,Venkatesh Oxy Group,"Mar 09, '18", 46.3 Lac, 5732,New Property
133,675 sqft,carpet area,,"    2 BHK Flat  for sale Oxy Galaxy, in Wagholi Pune ",,Unfurnished,New Property,Builder,Venkatesh Oxy Group,"Mar 05, '18", 36.3 Lac,,New Property
134,957 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Park Land Homes, in B.T Kawade Road Pune ",3 out of 12 floors,Unfurnished,Possession by Dec '19,Builder,Yash Vastu Developers,"Mar 08, '18", 1.04 Cr,,New Property
135,738 sqft,super area,,"    2 BHK Flat  for sale The Leaf, in Katraj Kondhwa Road Pune ",,Unfurnished,Possession by Aug '18,Builder,The Scapers & Kothari Brothers,"Mar 12, '18", 44.9 Lac, 6080,New Property
136,1040 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Park Marina, in Baner Pune ",6 out of 9 floors,Unfurnished,Ready to Move,Builder,Sujay Associates,"Mar 16, '18", 1.05 Cr,,New Property
137,916 sqft,super area,1 Covered,"    2 BHK Flat  for sale Nirmaann Estrellaa, in Kondhwa Pune ",,Unfurnished,Possession by Sep '19,Builder,Nirmaann Encon Developers,"Feb 27, '18", 65.6 Lac, 7159,New Property
138,888 sqft,super area,1 Covered,"    2 BHK Flat  for sale Nirmaann Serrene, in Undri Pune ",4,Unfurnished,Possession by Sep '19,Builder,Nirmaann Encon Developers,"Feb 27, '18", 65.2 Lac, 7346,New Property
139,935 sqft,super area,1 Covered,"    2 BHK Flat  for sale Nirmaann Estrellaa, in Kondhwa Pune ",,Unfurnished,Possession by Sep '19,Builder,Nirmaann Encon Developers,"Feb 27, '18", 66.9 Lac, 7156,New Property
140,847 sqft,super area,1 Covered,"    2 BHK Flat  for sale Nirmaann Serrene, in Undri Pune ",4,Unfurnished,Possession by Sep '19,Builder,Nirmaann Encon Developers,"Feb 27, '18", 61.2 Lac, 7227,New Property
141,843 sqft,super area,1 Covered,"    2 BHK Flat  for sale Nirmaann Serrene, in Undri Pune ",4,Unfurnished,Possession by Sep '19,Builder,Nirmaann Encon Developers,"Feb 27, '18", 61.2 Lac, 7260,New Property
142,915 sqft,super area,1 Covered,"    2 BHK Flat  for sale Nirmaann Estrellaa, in Kondhwa Pune ",,Unfurnished,Possession by Sep '19,Builder,Nirmaann Encon Developers,"Feb 27, '18", 65.5 Lac, 7158,New Property
143,884 sqft,super area,1 Covered,"    2 BHK Flat  for sale Nirmaann Serrene, in Undri Pune ",4,Unfurnished,Possession by Sep '19,Builder,Nirmaann Encon Developers,"Feb 27, '18", 65.2 Lac, 7376,New Property
144,878 sqft,super area,1 Covered,"    2 BHK Flat  for sale Nirmaann Serrene, in Undri Pune ",2,Unfurnished,Possession by Sep '19,Builder,Nirmaann Encon Developers,"Feb 27, '18", 63.5 Lac, 7232,New Property
145,879 sqft,super area,1 Covered,"    2 BHK Flat  for sale Nirmaann Serrene, in Undri Pune ",4,Unfurnished,Possession by Sep '19,Builder,Nirmaann Encon Developers,"Feb 27, '18", 63.3 Lac, 7200,New Property
146,867 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Kalpataru Exquisite, in Kaspate Vasti, Pimpri Chinchwad Pune ",Ground out of 21 floors,Unfurnished,Possession by Dec '20,Certified Agent,Ample Spaces,"Mar 15, '18", 76 Lac,,New Property
147,940 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Godrej 24, in Hinjewadi Pune ",Ground out of 17 floors,Semi-Furnished,Possession by Sep '21,Certified Agent,Ample Spaces,"Mar 15, '18", 73.2 Lac,,New Property
148,771 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Puraniks Abitante, in Bavdhan Khurd, Bavdhan Pune ",Ground out of 15 floors,Unfurnished,Possession by Jun '18,Certified Agent,Ample Spaces,"Mar 15, '18", 70 Lac,,New Property
149,664 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Trident Towers , in Hinjewadi Pune ",Ground out of 20 floors,Unfurnished,Ground out of 20 floors,Certified Agent,Ample Spaces,"Mar 15, '18", 60.6 Lac,,New Property
150,600 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Rohan Leher 3, in Baner Pune ",Ground out of 16 floors,Unfurnished,Possession by Dec '20,Certified Agent,Ample Spaces,"Mar 15, '18", 54 Lac,,New Property
151,750 sqft,carpet area,2 Covered,"    2 BHK Flat  for sale Rohan Leher 3, in Baner Pune ",Ground out of 11 floors,Unfurnished,Possession by Sep '20,Certified Agent,Ample Spaces,"Mar 15, '18", 62 Lac,,New Property
152,808 sqft,carpet area,80 Covered,"    2 BHK Flat  for sale Akash Towers, in Vishal Nagar, Pimpri Chinchwad Pune ",Ground out of 11 floors,Unfurnished,Possession by Mar '20,Certified Agent,Ample Spaces,"Mar 15, '18", 67.3 Lac,,New Property
153,751 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Prima Domus, in Patil Nagar-Balewadi Pune ",Lower Basement out of 14 floors,Unfurnished,Possession by Jun '18,Certified Agent,Ample Spaces,"Mar 15, '18", 60.9 Lac,,New Property
154,935 sqft,super area,1 Covered,"    2 BHK Flat  for sale Pratham Yash Residency, in Lohegaon Pune ",2 out of 4 floors,Semi-Furnished,Possession by Mar '18,Builder,Pratham Yash Associates,"Mar 12, '18", 41.1 Lac, 4400,New Property
155,962 sqft,super area,1 Covered,"    2 BHK Flat  for sale Pratham Yash Residency, in Lohegaon Pune ",1 out of 4 floors,Semi-Furnished,Possession by Mar '18,Builder,Pratham Yash Associates,"Mar 12, '18", 42.3 Lac, 4400,New Property
156,806 sqft,carpet area,,"    2 BHK Flat  for sale Valora Towers, in Keshav Nagar, Mundhwa Pune ",5 out of 19 floors,Unfurnished,Possession by Dec '20,Builder,Abisky Ritkriti,"Feb 28, '18", 66.3 Lac,,New Property
157,747 sqft,carpet area,,"    2 BHK Flat  for sale Valora Towers, in Keshav Nagar, Mundhwa Pune ",2 out of 19 floors,Unfurnished,Possession by Dec '20,Builder,Abisky Ritkriti,"Feb 28, '18", 61.8 Lac,,New Property
158,779 sqft,carpet area,,"    2 BHK Flat  for sale Valora Towers, in Keshav Nagar, Mundhwa Pune ",3 out of 19 floors,Unfurnished,Possession by Dec '20,Builder,Abisky Ritkriti,"Feb 28, '18", 64.2 Lac,,New Property
159,792 sqft,carpet area,,"    2 BHK Flat  for sale Valora Towers, in Keshav Nagar, Mundhwa Pune ",4 out of 19 floors,Unfurnished,Possession by Dec '20,Builder,Abisky Ritkriti,"Feb 28, '18", 65.2 Lac,,New Property
160,814 sqft,carpet area,,"    2 BHK Flat  for sale Valora Towers, in Keshav Nagar, Mundhwa Pune ",6 out of 19 floors,Unfurnished,Possession by Dec '20,Builder,Abisky Ritkriti,"Feb 28, '18", 66.9 Lac,,New Property
161,736 sqft,carpet area,,"    2 BHK Flat  for sale Valora Towers, in Keshav Nagar, Mundhwa Pune ",1 out of 19 floors,Unfurnished,Possession by Dec '20,Builder,Abisky Ritkriti,"Feb 28, '18", 60.9 Lac,,New Property
162,38 sqm,super area,,"    2 BHK Flat  for sale Navyangan, in Pirangut Pune ",,Unfurnished,Possession by Apr '20,Builder,Calyx Merlin Buildcon,"Mar 12, '18", 28.3 Lac, 6919,New Property
163,38 sqm,super area,,"    2 BHK Flat  for sale Navyangan, in Pirangut Pune ",,Unfurnished,Possession by Apr '20,Builder,Calyx Merlin Buildcon,"Mar 12, '18", 28.2 Lac, 6894,New Property
164,37 sqm,super area,,"    2 BHK Flat  for sale Navyangan, in Pirangut Pune ",,Unfurnished,Possession by Apr '20,Builder,Calyx Merlin Buildcon,"Mar 12, '18", 28.2 Lac, 7080,New Property
165,614 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Eastern Elegance, in Manjri, Manjri Budruk Pune ",,Unfurnished,Possession by Dec '21,Builder,ARG Buildcon & Associates LLP,"Mar 15, '18", 50 Lac,,New Property
166,37 sqm,super area,,"    2 BHK Flat  for sale Navyangan, in Pirangut Pune ",,Unfurnished,Possession by Apr '20,Builder,Calyx Merlin Buildcon,"Mar 12, '18", 28.3 Lac, 7106,New Property
167,500 sqft,carpet area,1 Open,"    2 BHK Flat  for sale VTP Purvanchal , in Wagholi Pune ",10 out of 14 floors,Unfurnished,Possession by Jun '20,Builder,VTP Realty,"Mar 16, '18", 34 Lac,,New Property
168,885 sqft,carpet area,1 Open,"    2 BHK Flat  for sale VTP Urban Life, in Talegaon Dabhade Pune ",5 out of 12 floors,Unfurnished,Possession by Dec '18,Builder,VTP Realty,"Mar 16, '18", 47.1 Lac,,New Property
169,813 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Urban Nest, in Undri Pune ",5 out of 11 floors,Unfurnished,Possession by Sep '19,Builder,VTP Realty,"Mar 01, '18", 61 Lac,,New Property
170,577 sqft,super area,1 Covered,"    2 BHK Flat  for sale Neelaya, in Talegaon Dabhade Pune ",10,Unfurnished,Possession by Dec '19,Builder,Naiknavare Developers,"Mar 08, '18", 29.8 Lac, 5158,New Property
171,727 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Avon Vista, in Balewadi Pune ",,Unfurnished,Possession by Dec '20,Builder,Naiknavare Developers,"Mar 12, '18", 63.6 Lac,,New Property
172,724 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Avon Vista, in Balewadi Pune ",,Unfurnished,Possession by Dec '20,Builder,Naiknavare Developers,"Mar 12, '18", 63.3 Lac,,New Property
173,624 sqft,carpet area,"50 Covered, 30 Open","    2 BHK Flat  for sale Oxy Galaxy, in Wagholi Pune ",1 out of 10 floors,Unfurnished,Ready to Move,Builder,Venkatesh Oxy Group,"Mar 02, '18", 32.6 Lac,,New Property
174,748 sqft,carpet area,,"    2 BHK Flat  for sale Dwarka, in Chakan Pune ",,Unfurnished,Ready to Move,Builder,Naiknavare Developers,"Mar 15, '18", 34.4 Lac,,New Property
175,710 sqft,carpet area,"100 Covered, 50 Open","    2 BHK Flat  for sale Oxy Evolve, in Wagholi Pune ",1 out of 11 floors,Unfurnished,Ready to Move,Builder,Venkatesh Oxy Group,"Feb 09, '18", 40.3 Lac,,New Property
176,950 sqft,super area,,"    2 BHK Flat  for sale Oxy Galaxy, in Wagholi Pune ",9 out of 10 floors,Unfurnished,Ready to Move,Builder,Venkatesh Oxy Group,"Feb 24, '18", 31.4 Lac, 3300,New Property
177,644 sqft,carpet area,,"    2 BHK Flat  for sale Buona Vita, in Talegaon Dabhade Pune ",,Unfurnished,Ready to Move,Builder,Malkani Properties,"Mar 09, '18", 26 Lac,,New Property
178,632 sqft,carpet area,,"    2 BHK Flat  for sale Buona Vita, in Talegaon Dabhade Pune ",,Unfurnished,Ready to Move,Builder,Malkani Properties,"Mar 09, '18", 25.5 Lac,,New Property
179,878 sqft,super area,,"    2 BHK Flat  for sale Buona Vita, in Talegaon Dabhade Pune ",,Unfurnished,New Property,Builder,Malkani Properties,"Mar 09, '18", 27.2 Lac, 3099,New Property
180,570 sqft,carpet area,,"    2 BHK Flat  for sale Buona Vita, in Talegaon Dabhade Pune ",,Unfurnished,Ready to Move,Builder,Malkani Properties,"Mar 09, '18", 23 Lac,,New Property
181,759 sqft,carpet area,,"    2 BHK Flat  for sale Bella Vita, in Wagholi Pune ",,Unfurnished,Ready to Move,Builder,Malkani Properties,"Feb 09, '18", 44.9 Lac,,New Property
182,775 sqft,carpet area,,"    2 BHK Flat  for sale Bella Vita, in Wagholi Pune ",,Unfurnished,Ready to Move,Builder,Malkani Properties,"Feb 09, '18", 45.7 Lac,,New Property
183,589 sqft,carpet area,,"    2 BHK Flat  for sale Buona Vita, in Talegaon Dabhade Pune ",,Unfurnished,Ready to Move,Builder,Malkani Properties,"Mar 09, '18", 23.8 Lac,,New Property
184,777 sqft,carpet area,,"    2 BHK Flat  for sale Bella Vita, in Wagholi Pune ",,Unfurnished,Ready to Move,Builder,Malkani Properties,"Feb 09, '18", 45.8 Lac,,New Property
185,757 sqft,carpet area,,"    2 BHK Flat  for sale Bella Vita, in Wagholi Pune ",,Unfurnished,Ready to Move,Builder,Malkani Properties,"Feb 09, '18", 44.8 Lac,,New Property
186,658 sqft,carpet area,,"    2 BHK Flat  for sale Buona Vita, in Talegaon Dabhade Pune ",,Unfurnished,Ready to Move,Builder,Malkani Properties,"Mar 09, '18", 26 Lac,,New Property
187,767 sqft,carpet area,1 Open,"    2 BHK Flat  for sale Paramount Smart City, in Lohegaon Pune ",8 out of 10 floors,Semi-Furnished,Possession by Jun '18,Builder,Amarnath Builders & Developer,"Mar 12, '18", 45.5 Lac,,New Property
188,738 sqft,carpet area,,"    2 BHK Flat  for sale Bon Vivant, in Keshav Nagar, Mundhwa Pune ",,Unfurnished,New Property,Builder,Malkani Properties,"Mar 14, '18", 47.6 Lac,,New Property
189,754 sqft,carpet area,,"    2 BHK Flat  for sale Bon Vivant, in Keshav Nagar, Mundhwa Pune ",,Unfurnished,New Property,Builder,Malkani Properties,"Mar 14, '18", 48.6 Lac,,New Property
190,782 sqft,carpet area,,"    2 BHK Flat  for sale Bon Vivant, in Keshav Nagar, Mundhwa Pune ",,Unfurnished,New Property,Builder,Malkani Properties,"Mar 14, '18", 52 Lac,,New Property
191,776 sqft,carpet area,,"    2 BHK Flat  for sale Bon Vivant, in Keshav Nagar, Mundhwa Pune ",,Unfurnished,New Property,Builder,Malkani Properties,"Mar 14, '18", 51.6 Lac,,New Property
192,915 sqft,super area,1 Covered,"    2 BHK Flat  for sale Nirmaann Estrellaa, in Kondhwa Pune ",2 out of 14 floors,Unfurnished,Possession by Sep '19,Builder,Nirmaann Encon Developers,"Mar 02, '18", 66 Lac, 7213,New Property
193,915 sqft,super area,1 Covered,"    2 BHK Flat  for sale Nirmaann Estrellaa, in Kondhwa Pune ",3 out of 14 floors,Unfurnished,Possession by Sep '19,Builder,Nirmaann Encon Developers,"Feb 21, '18", 66 Lac, 7213,New Property
194,719 sqft,carpet area,,"    2 BHK Flat  for sale Bon Vivant, in Keshav Nagar, Mundhwa Pune ",,Unfurnished,New Property,Builder,Malkani Properties,"Mar 14, '18", 46.4 Lac,,New Property
195,702 sqft,super area,,"    2 BHK Flat  for sale Venkatesh Joy Nest, in Loni Kalbhor Pune ",,Unfurnished,New Property,Builder,Shree Venkatesh Buildcon,"Jan 22, '18", 33.5 Lac, 4772,New Property
196,780 sqft,super area,,"    2 BHK Flat  for sale Venkatesh Graffiti, in Keshav Nagar, Mundhwa Pune ",1,Unfurnished,Possession by Dec '18,Builder,Shree Venkatesh Buildcon,"Feb 21, '18", 55.3 Lac, 7090,New Property
197,740 sqft,super area,,"    2 BHK Flat  for sale Venkatesh Joy Nest, in Loni Kalbhor Pune ",,Unfurnished,New Property,Builder,Shree Venkatesh Buildcon,"Jan 22, '18", 37.5 Lac, 5068,New Property
198,774 sqft,super area,,"    2 BHK Flat  for sale Venkatesh Graffiti, in Keshav Nagar, Mundhwa Pune ",1,Unfurnished,Possession by Dec '18,Builder,Shree Venkatesh Buildcon,"Feb 21, '18", 60.4 Lac, 7804,New Property
199,1065 sqft,super area,,"    2 BHK Flat  for sale Sukhwani Panorama, in Sus Pune ",,Unfurnished,Ready to Move,Builder,Sukhwani Life Spaces,"Feb 24, '18", 60.1 Lac, 5643,New Property
200,915 sqft,super area,,"    2 BHK Flat  for sale Sukhwani Panorama, in Sus Pune ",,Unfurnished,Ready to Move,Builder,Sukhwani Life Spaces,"Feb 24, '18", 57.2 Lac, 6256,New Property
201,1010 sqft,super area,,"    2 BHK Flat  for sale Sukhwani Panorama, in Sus Pune ",,Unfurnished,Ready to Move,Builder,Sukhwani Life Spaces,"Feb 24, '18", 62.6 Lac, 6201,New Property
202,890 sqft,super area,,"    2 BHK Flat  for sale Sukhwani Panorama, in Sus Pune ",,Unfurnished,Ready to Move,Builder,Sukhwani Life Spaces,"Feb 24, '18", 55.8 Lac, 6273,New Property
203,930 sqft,super area,1 Covered,"    2 BHK Flat  for sale Pratham Yash Residency, in Lohegaon Pune ",3 out of 8 floors,Unfurnished,Ready to Move,Builder,Pratham Yash Associates,"Feb 28, '18", 41 Lac, 4409,New Property
204,706 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Pratham Yash Residency, in Lohegaon Pune ",3 out of 4 floors,Semi-Furnished,Ready to Move,Builder,Pratham Yash Associates,"Mar 02, '18", 50 Lac,,New Property
205,698 sqft,carpet area,,"    2 BHK Flat  for sale Venkatesh Lake Life, in Ambe Gaon Pune ",,Unfurnished,New Property,Builder,Shree Venkatesh Buildcon,"Mar 08, '18", 44 Lac,,New Property
206,763 sqft,carpet area,,"    2 BHK Flat  for sale Venkatesh Lake Life, in Ambe Gaon Pune ",,Unfurnished,New Property,Builder,Shree Venkatesh Buildcon,"Mar 08, '18", 47.8 Lac,,New Property
207,730 sqft,super area,,"    2 BHK Flat  for sale Venkatesh Classic, in Hadapsar Pune ",,Furnished,Possession by Apr '18,Builder,Om Shriniwas Developers,"Jan 23, '18", 45.2 Lac, 6193,New Property
208,613 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Aayush Park Phase 2, in Talegaon Dabhade Pune ",1,Unfurnished,Possession by Jun '18,Builder,Veda and Shah Ventures,"Mar 05, '18", 32 Lac,,New Property
209,611 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Aayush Park Phase 2, in Talegaon Dabhade Pune ",1,Unfurnished,Possession by Jun '18,Builder,Veda and Shah Ventures,"Mar 05, '18", 31.9 Lac,,New Property
210,701 sqft,carpet area,1 Open,"    2 BHK Flat  for sale Kalash, in Pirangut Pune ",,Semi-Furnished,Possession by Apr '18,Builder,KALYANEE FORTUNE PROPERTIES,"Mar 15, '18", 30.9 Lac,,New Property
211,782 sqft,super area,,"    2 BHK Flat  for sale Shubhlaksh Residency, in Wakad, Pimpri Chinchwad Pune ",4,Unfurnished,Possession by Jun '18,Builder,Laxmi Construction Company,"Jan 23, '18", 76 Lac, 9719,New Property
212,710 sqft,super area,,"    2 BHK Flat  for sale Venkatesh Classic, in Hadapsar Pune ",,Furnished,Possession by Apr '18,Builder,Om Shriniwas Developers,"Jan 23, '18", 44.2 Lac, 6227,New Property
213,670 sqft,super area,,"    2 BHK Flat  for sale Venkatesh Classic, in Hadapsar Pune ",,Furnished,Possession by Apr '18,Builder,Om Shriniwas Developers,"Jan 23, '18", 44.2 Lac, 6599,New Property
214,657 sqft,carpet area,1 Open,"    2 BHK Flat  for sale Kalash, in Pirangut Pune ",,Semi-Furnished,Possession by Apr '18,Builder,KALYANEE FORTUNE PROPERTIES,"Mar 15, '18", 29.2 Lac,,New Property
215,755 sqft,super area,,"    2 BHK Flat  for sale Venkatesh Classic, in Hadapsar Pune ",,Furnished,Possession by Apr '18,Builder,Om Shriniwas Developers,"Jan 23, '18", 47.2 Lac, 6253,New Property
216,934 sqft,super area,1 Covered,"    2 BHK Flat  for sale Pratham Yash Residency, in Lohegaon Pune ",2 out of 4 floors,Semi-Furnished,Possession by Mar '18,Builder,Pratham Yash Associates,"Mar 12, '18", 41.1 Lac, 4400,New Property
217,1074 sqft,carpet area,,"    2 BHK Flat  for sale Optimus, in Viman Nagar Pune ",8,Unfurnished,8,Builder,Siddhesh Properties Pvt. Ltd.,"Jan 26, '18", 1.35 Cr,,New Property
218,767 sqft,super area,,"    2 BHK Flat  for sale Shubhlaksh Residency, in Wakad, Pimpri Chinchwad Pune ",6,Unfurnished,Possession by Jun '18,Builder,Laxmi Construction Company,"Jan 23, '18", 73 Lac, 9518,New Property
